country,unit,iso_code,type,model,status,site_name,site_location,owner_long_name,latest_thermal_power,latest_gross_electr_power,original_design_net_electr_power,latest_ref_unit_power_net,construction_date,criticality_date,grid_date,commercial_date,suspended_operation_date,susp_op_end_date,permanent_shutdown_date,operator_long_name,load_factor,lifetime_electr_supplied
SLOVAKIA,BOHUNICE-2,SK,PWR  ,VVER V-230,Permanent Shutdown,BOHUNICE V1,Inland near a river,"JADROVA A VYRADOVACIA SPOLOCNOST
/NUCLEAR AND DEC",1375,440,408,408,1972-04-24,1980-03-15,1980-03-26,1981-01-01,,,2008-12-31,"JADROVA A VYRADOVACIA SPOLOCNOST
/NUCLEAR AND DEC",74.94,
SLOVAKIA,BOHUNICE-3,SK,PWR  ,VVER V-213,Operational,BOHUNICE V2,Inland near a river,"SLOVENSKÉ ELEKTRÁRNE, A.S.",1471,500,466,466,1976-12-01,1984-08-07,1984-08-20,1985-02-14,,,,"SLOVENSKÉ ELEKTRÁRNE, A.S.",80.7,123.38
SLOVAKIA,BOHUNICE-4,SK,PWR  ,VVER V-213,Operational,BOHUNICE V2,Inland near a river,"SLOVENSKÉ ELEKTRÁRNE, A.S.",1471,500,466,466,1976-12-01,1985-08-02,1985-08-09,1985-12-18,,,,"SLOVENSKÉ ELEKTRÁRNE, A.S.",81.91,122.6
SLOVAKIA,MOCHOVCE-1,SK,PWR  ,VVER V-213,Operational,MOCHOVCE,Inland near a river,"SLOVENSKÉ ELEKTRÁRNE, A.S.",1471,500,408,467,1983-10-13,1998-06-09,1998-07-04,1998-10-29,,,,"SLOVENSKÉ ELEKTRÁRNE, A.S.",86.77,85.64
SLOVAKIA,MOCHOVCE-2,SK,PWR  ,VVER V-213,Operational,MOCHOVCE,Inland near a river,"SLOVENSKÉ ELEKTRÁRNE, A.S.",1471,500,408,469,1983-10-13,1999-12-01,1999-12-20,2000-04-11,,,,"SLOVENSKÉ ELEKTRÁRNE, A.S.",86.43,81.16
SLOVAKIA,MOCHOVCE-3,SK,PWR  ,VVER V-213,Operational,MOCHOVCE II,Inland near a river,"SLOVENSKÉ ELEKTRÁRNE, A.S.",1375,470,440,438,1987-01-27,2022-10-22,2023-01-31,2024-11-06,,,,"SLOVENSKÉ ELEKTRÁRNE, A.S.",90.07,4.79
SLOVAKIA,MOCHOVCE-4,SK,PWR  ,VVER V-213,Under Construction,MOCHOVCE II,Inland near a river,"SLOVENSKÉ ELEKTRÁRNE, A.S.",1375,471,440,440,1987-01-27,,,,,,,"SLOVENSKÉ ELEKTRÁRNE, A.S.",,
SLOVENIA,KRSKO,SI,PWR  ,WH 2LP,Operational,KRSKO,Inland near a river,"GEN Energija, d.o.o",1994,736,632,696,1975-03-30,1981-09-11,1981-10-02,1983-01-01,,,,Nuklearna elektrarna Krško,86.22,210.91
SOUTH AFRICA,KOEBERG-1,ZA,PWR  ,CP1,Operational,KOEBERG,Seacoast,ESKOM,2775,964,921,924,1976-07-01,1984-03-14,1984-04-04,1984-07-21,,,,ESKOM,71.16,231.93
SOUTH AFRICA,KOEBERG-2,ZA,PWR  ,CP1,Operational,KOEBERG,Seacoast,ESKOM,2775,970,921,930,1976-07-01,1985-07-07,1985-07-25,1985-11-09,,,,ESKOM,70.78,223.89
SPAIN,ALMARAZ-1,ES,PWR  ,WH 3LP,Operational,ALMARAZ,Inland near a lake,"Iberdrola, Endesa, Gas Natural",2947,1049,900,1011,1973-07-03,1981-04-05,1981-05-01,1983-09-01,,,,CENTRALES NUCLEARES  ALMARAZ-TRILLO (ID/UFG/ENDESA,86.2,302.66
SPAIN,ALMARAZ-2,ES,PWR  ,WH 3LP,Operational,ALMARAZ,Inland near a lake,"Iberdrola, Endesa, Gas Natural",2947,1044,900,1006,1973-07-03,1983-09-19,1983-10-08,1984-07-01,,,,CENTRALES NUCLEARES  ALMARAZ-TRILLO (ID/UFG/ENDESA,87.88,300.38
SPAIN,ASCO-1,ES,PWR  ,WH 3LP,Operational,ASCO,Inland near a river,"ENDESA, S.A.",2941,1033,888,995,1974-05-16,1983-06-16,1983-08-13,1984-12-10,,,,ASOCIACIÓN NUCLEAR ASCÓ-VANDELLÓS  A.I.E. (ENDESA/,84.83,291.91
SPAIN,ASCO-2,ES,PWR  ,WH 3LP,Operational,ASCO,Inland near a river,"ENDESA, IBERDROLA",2941,1027,888,997,1975-03-07,1985-09-11,1985-10-23,1986-03-31,,,,ASOCIACIÓN NUCLEAR ASCÓ-VANDELLÓS  A.I.E. (ENDESA/,86.63,286.61
SPAIN,COFRENTES,ES,BWR  ,BWR-6 (Mark 3),Operational,COFRENTES,Inland near a river,"IBERDROLA, S.A.",3237,1102,939,1064,1975-09-09,1984-08-23,1984-10-14,1985-03-11,,,,"IBERDROLA, S.A.",87.26,310.97
SPAIN,JOSE CABRERA-1,ES,PWR  ,WH 1LP,Permanent Shutdown,JOSE CABRERA,Inland near a river,"UNION FENOSA GENERATION, S.A.",510,150,153,141,1964-06-24,1968-06-30,1968-07-14,1969-08-13,,,2006-04-30,"UNION FENOSA GENERATION, S.A.",69.55,
SPAIN,LEMONIZ-1,ES,PWR  ,,Cancelled Constr.,LEMONIZ,Seacoast,"IBERDROLA, S.A.",2686,930,883,883,1974-03-14,,,,,,1984-04-01,"IBERDROLA, S.A.",,
SPAIN,LEMONIZ-2,ES,PWR  ,,Cancelled Constr.,LEMONIZ,Seacoast,"IBERDROLA, S.A.",2686,930,883,883,1974-03-14,,,,,,1984-04-01,"IBERDROLA, S.A.",,
SPAIN,REGODOLA,ES,PWR  ,,Cancelled Plan,REGODOLA,,,3010,930,900,900,,,,,,,1995-01-17,"FUERZAS ELECTRICAS DEL NOROESTE, SA / HIDROELECTRI",,
SPAIN,SANTA MARIA DE GARONA,ES,BWR  ,BWR-3,Permanent Shutdown,SANTA MARIA DE GARONA,Inland near a river,"NUCLENOR, S.A.",1381,466,440,446,1966-09-01,1970-11-05,1971-03-02,1971-05-11,2013-07-06,2017-08-01,2017-08-02,"NUCLENOR, S.A.",77.46,
SPAIN,SAYAGO,ES,PWR  ,,Cancelled Plan,SAYAGO,,"IBERDROLA, S.A.",2988,1075,1030,1030,,,,,,,1996-09-06,"IBERDROLA, S.A.",,
SPAIN,TRILLO-1,ES,PWR  ,PWR 3 loops,Operational,TRILLO,Inland near a river,"Iberdrola, Gas Natural, Hidroeléctrica del Cantábr",3010,1066,990,1003,1979-08-17,1988-05-14,1988-05-23,1988-08-06,,,,CENTRALES NUCLEARES  ALMARAZ-TRILLO (ID/UFG/ENDESA,86.69,277.12
SPAIN,TRILLO-2,ES,PWR  ,,Cancelled Plan,TRILLO,Inland near a river,"UNION ELECTRICA, S.A / EMPRESA NACIONAL DE ELECTRI",3027,1000,950,950,,,,,,,1984-04-01,"UNION ELECTRICA, S.A / EMPRESA NACIONAL DE ELECTRI",,
SPAIN,VALDECABALLEROS-1,ES,BWR  ,,Cancelled Constr.,VALDECABALLEROS,Inland near a lake,"IBERDROLA, S.A./COMPANIA SEVILLANA DE ELECTRICIDAD",2894,975,938,939,1979-08-17,,,,,,1984-04-01,"IBERDROLA, S.A./COMPANIA SEVILLANA DE ELECTRICIDAD",,
SPAIN,VALDECABALLEROS-2,ES,BWR  ,,Cancelled Constr.,VALDECABALLEROS,Inland near a lake,"IBERDROLA, S.A./COMPANIA SEVILLANA DE ELECTRICIDAD",2894,975,938,939,1979-08-17,,,,,,1984-04-01,"IBERDROLA, S.A./COMPANIA SEVILLANA DE ELECTRICIDAD",,
SPAIN,VANDELLOS-1,ES,GCR  ,,Permanent Shutdown,VANDELLOS,Seacoast,"HISPANO-FRANCESA DE ENERGIA NUCLEAR, S.A.",1670,500,480,480,1968-06-21,1972-02-11,1972-05-06,1972-08-02,,,1990-07-31,"HISPANO-FRANCESA DE ENERGIA NUCLEAR, S.A.",70.35,
SPAIN,VANDELLOS-2,ES,PWR  ,WH 3LP,Operational,VANDELLOS,Seacoast,"ENDESA, IBERDROLA",2941,1087,930,1047,1980-12-29,1987-11-14,1987-12-12,1988-03-08,,,,ASOCIACIÓN NUCLEAR ASCÓ-VANDELLÓS  A.I.E. (ENDESA/,82.82,272.05
SPAIN,VANDELLOS-3,ES,PWR  ,,Cancelled Plan,VANDELLOS,Seacoast,"FUERZAS ELECTRICAS DE CATALUNA, S.A.",3000,1000,900,900,,,,,,,1995-09-02,"FUERZAS ELECTRICAS DE CATALUNA, S.A.",,
SWEDEN,AGESTA,SE,PHWR ,Prototype,Permanent Shutdown,AGESTA,Seacoast,Vattenfall AB,80,12,9,10,1957-12-01,1963-07-17,1964-05-01,1964-05-02,,,1974-06-02,AB SVAFO,42.02,
SWEDEN,BARSEBACK-1,SE,BWR  ,AA-II,Permanent Shutdown,BARSEBACK,Seacoast,Sydkraft Nuclear Power AB,1800,615,570,600,1971-02-01,1975-01-18,1975-05-15,1975-07-01,,,1999-11-30,Barsebäck Kraft AB,74.52,
SWEDEN,BARSEBACK-2,SE,BWR  ,AA-II,Permanent Shutdown,BARSEBACK,Seacoast,Sydkraft Nuclear Power AB,1800,615,570,600,1973-01-01,1977-02-20,1977-03-21,1977-07-01,,,2005-05-31,Barsebäck Kraft AB,74.93,
SWEDEN,FORSMARK-1,SE,BWR  ,"AA-III, BWR-2500",Operational,FORSMARK,Seacoast,FORSMARK KRAFTGRUPP AB,3234,1142,900,1103,1973-06-01,1980-04-23,1980-06-06,1980-12-10,,,,FORSMARK KRAFTGRUPP AB,83.1,311.54
SWEDEN,FORSMARK-2,SE,BWR  ,"AA-III, BWR-2500",Operational,FORSMARK,Seacoast,FORSMARK KRAFTGRUPP AB,3253,1160,900,1121,1975-01-01,1980-11-16,1981-01-26,1981-07-07,,,,FORSMARK KRAFTGRUPP AB,80.86,309.18
SWEDEN,FORSMARK-3,SE,BWR  ,"AA-IV, BWR-3000",Operational,FORSMARK,Seacoast,FORSMARK KRAFTGRUPP AB,3300,1208,1050,1172,1979-01-01,1984-10-28,1985-03-05,1985-08-18,,,,FORSMARK KRAFTGRUPP AB,83.88,336.02
SWEDEN,MARVIKEN,SE,HWLWR,BHWR,Cancelled Plan,MARVIKEN,Seacoast,Barsebäck Kraft AB,700,208,193,193,,,,,,,,Barsebäck Kraft AB,,
SWEDEN,OSKARSHAMN-1,SE,BWR  ,AA-I,Permanent Shutdown,OSKARSHAMN,Seacoast,OKG AKTIEBOLAG,1375,492,440,473,1966-08-01,1970-12-12,1971-08-19,1972-02-06,,,2017-06-19,OKG AKTIEBOLAG,61.2,
SWEDEN,OSKARSHAMN-2,SE,BWR  ,AA-II,Permanent Shutdown,OSKARSHAMN,Seacoast,OKG AKTIEBOLAG,1800,661,580,638,1969-09-01,1974-03-06,1974-10-02,1975-01-01,,,2016-12-22,OKG AKTIEBOLAG,69.56,
SWEDEN,OSKARSHAMN-3,SE,BWR  ,"AA-IV, BWR-3000",Operational,OSKARSHAMN,Seacoast,OKG AKTIEBOLAG,3900,1450,1050,1400,1980-05-01,1984-12-29,1985-03-03,1985-08-15,,,,OKG AKTIEBOLAG,78.66,336.39
SWEDEN,RINGHALS-1,SE,BWR  ,AA-I,Permanent Shutdown,RINGHALS,Seacoast,Ringhals AB,2540,910,760,881,1969-02-01,1973-08-20,1974-10-14,1976-01-01,,,2020-12-31,Ringhals AB,68.49,
SWEDEN,RINGHALS-2,SE,PWR  ,WH 3LP,Permanent Shutdown,RINGHALS,Seacoast,Ringhals AB,2652,963,820,852,1970-10-01,1974-06-19,1974-08-17,1975-05-01,,,2019-12-31,Ringhals AB,65.47,
SWEDEN,RINGHALS-3,SE,PWR  ,WH 3LP,Operational,RINGHALS,Seacoast,Ringhals AB,3135,1128,915,1081,1972-09-01,1980-07-29,1980-09-07,1981-09-09,,,,Ringhals AB,77.14,288.05
SWEDEN,RINGHALS-4,SE,PWR  ,WH 3LP,Operational,RINGHALS,Seacoast,Ringhals AB,3300,1178,915,1134,1973-11-01,1982-05-19,1982-06-23,1983-11-21,,,,Ringhals AB,79.14,278.12
SWITZERLAND,BEZNAU-1,CH,PWR  ,WH 2LP,Operational,BEZNAU,Inland near a river,"Kernkraftwerk Beznau
CH-5312 Döttingen",1130,380,350,365,1965-09-01,1969-06-30,1969-07-17,1969-12-09,,,,"Kernkraftwerk Beznau
CH-5312 Döttingen",80.36,138.53
SWITZERLAND,BEZNAU-2,CH,PWR  ,WH 2LP,Operational,BEZNAU,Inland near a river,"Kernkraftwerk Beznau
CH-5312 Döttingen",1130,380,350,365,1968-01-01,1971-10-16,1971-10-23,1972-03-04,,,,"Kernkraftwerk Beznau
CH-5312 Döttingen",87.96,146.24
SWITZERLAND,GOESGEN,CH,PWR  ,PWR 3 Loop,Operational,GOESGEN,Inland near a river,KERNKRAFTWERK GÖSGEN-DÄNIKEN AG,3002,1060,920,1010,1973-12-01,1979-01-20,1979-02-02,1979-11-01,,,,KERNKRAFTWERK GÖSGEN-DÄNIKEN AG,89.36,337.13
SWITZERLAND,GRABEN,CH,BWR  ,,Cancelled Plan,GRABEN,Inland near a river,BKW ENERGIE AG,3579,1214,1140,1140,,,,,,,1989-01-01,BKW ENERGIE AG,,
SWITZERLAND,INWIL,CH,BWR  ,,Cancelled Plan,INWIL,Inland near a river,Centralschweizerische Kraftwerke AG,,,900,900,,,,,,,,Centralschweizerische Kraftwerke AG,,
SWITZERLAND,KAISERAUGST,CH,BWR  ,,Cancelled Plan,KAISERAUGST,Inland near a river,KERNKRAFTWERK  KAISERAUGUST AG,0,0,1000,1000,,,,,,,1989-01-01,KERNKRAFTWERK  KAISERAUGUST AG,,
SWITZERLAND,LEIBSTADT,CH,BWR  ,BWR-6,Operational,LEIBSTADT,Inland near a river,KERNKRAFTWERK LEIBSTADT,3600,1285,960,1233,1974-01-01,1984-03-09,1984-05-24,1984-12-15,,,,KERNKRAFTWERK LEIBSTADT,82.74,327.41
SWITZERLAND,LUCENS,CH,HWGCR,HWGCR: 2-loops,Permanent Shutdown,LUCENS,Inland near a river,Nationale Gesellschaft zur Förderung der industrie,28,7,6,6,1962-04-01,1966-12-29,1968-01-29,,,,1969-01-21,Energie de l'Ouest Suisse,,
SWITZERLAND,MUEHLEBERG,CH,BWR  ,BWR-4,Permanent Shutdown,MUEHLEBERG,Inland near a river,BKW ENERGIE AG,1097,390,306,373,1967-03-01,1971-03-08,1971-07-01,1972-11-06,,,2019-12-20,BKW ENERGIE AG,87.8,
SWITZERLAND,NIEDERAMT,CH,PWR  ,,Cancelled Plan,NIEDERAMT,Inland near a river,Kernkraftwerk Niederamt AG,0,0,1600,1600,,,,,,,2013-02-26,Kernkraftwerk Niederamt AG,,
SWITZERLAND,RUETHI,CH,PWR  ,,Cancelled Plan,RUTHI,Inland near a river,"Kernkraftwerk Beznau
CH-5312 Döttingen",2900,1000,900,900,,,,,,,,"Kernkraftwerk Beznau
CH-5312 Döttingen",,
SWITZERLAND,VERBOIS,CH,HTGR ,,Cancelled Plan,VERBOIS,Inland near a river,Energie de l'Ouest Suisse,,,1100,1100,,,,,,,,Energie de l'Ouest Suisse,,
"TAIWAN, CHINA",CHINSHAN-1,TW,BWR  ,BWR-4 (Mark 1),Permanent Shutdown,CHINSHAN,Seacoast,Taiwan Power Co.,1840,636,604,604,1972-06-02,1977-10-16,1977-11-16,1978-12-10,,,2018-12-06,Taiwan Power Co.,72.11,
"TAIWAN, CHINA",CHINSHAN-2,TW,BWR  ,BWR-4 (Mark 1),Permanent Shutdown,CHINSHAN,Seacoast,Taiwan Power Co.,1840,636,604,604,1973-12-07,1978-11-09,1978-12-19,1979-07-15,,,2019-07-16,Taiwan Power Co.,78.94,
"TAIWAN, CHINA",KUOSHENG-1,TW,BWR  ,BWR-6,Permanent Shutdown,KUOSHENG,Seacoast,Taiwan Power Co.,2894,985,948,985,1975-11-19,1981-02-01,1981-05-21,1981-12-28,,,2021-12-28,Taiwan Power Co.,82.14,
"TAIWAN, CHINA",KUOSHENG-2,TW,BWR  ,BWR-6,Permanent Shutdown,KUOSHENG,Seacoast,Taiwan Power Co.,2894,985,948,985,1976-03-15,1982-03-26,1982-06-29,1983-03-16,,,2023-03-15,Taiwan Power Co.,79.53,
"TAIWAN, CHINA",LUNGMEN 1,TW,BWR  ,ABWR,Suspended Constr.,LUNGMEN,Seacoast,Taiwan Power Co.,3926,1350,1300,1300,1999-03-31,,,,,,,Taiwan Power Co.,,
"TAIWAN, CHINA",LUNGMEN 2,TW,BWR  ,ABWR,Suspended Constr.,LUNGMEN,Seacoast,Taiwan Power Co.,3926,1350,1300,1300,1999-08-30,,,,,,,Taiwan Power Co.,,
"TAIWAN, CHINA",MAANSHAN-1,TW,PWR  ,WH 3LP (WE 312),Permanent Shutdown,MAANSHAN,Seacoast,Taiwan Power Co.,2822,951,890,936,1978-08-21,1984-03-30,1984-05-09,1984-07-27,,,2024-07-28,Taiwan Power Co.,88.18,
"TAIWAN, CHINA",MAANSHAN-2,TW,PWR  ,WH 3LP (WE 312),Permanent Shutdown,MAANSHAN,Seacoast,Taiwan Power Co.,2822,951,890,938,1979-02-21,1985-02-01,1985-02-25,1985-05-18,,,2025-05-18,Taiwan Power Co.,87.89,271.08
TÜRKIYE,AKKUYU-1,TR,PWR  ,VVER V-509,Under Construction,AKKUYU,Seacoast,Akkuyu Nuclear Joint Stock Company (JSC),3200,1200,1114,1114,2018-04-03,,,,,,,Akkuyu Nuclear Joint Stock Company (JSC),,
TÜRKIYE,AKKUYU-2,TR,PWR  ,VVER V-509,Under Construction,AKKUYU,Seacoast,Akkuyu Nuclear Joint Stock Company (JSC),3200,1200,1114,1114,2020-04-08,,,,,,,Akkuyu Nuclear Joint Stock Company (JSC),,
TÜRKIYE,AKKUYU-3,TR,PWR  ,VVER V-509,Under Construction,AKKUYU,Seacoast,Akkuyu Nuclear Joint Stock Company (JSC),3200,1200,1114,1114,2021-03-10,,,,,,,Akkuyu Nuclear Joint Stock Company (JSC),,
TÜRKIYE,AKKUYU-4,TR,PWR  ,VVER V-509,Under Construction,AKKUYU,Seacoast,Akkuyu Nuclear Joint Stock Company (JSC),3200,1200,1114,1114,2022-07-21,,,,,,,Akkuyu Nuclear Joint Stock Company (JSC),,
TÜRKIYE,SINOP-1,TR,,,Considered,SINOP,,,,,,,,,2035-12-31,,,,,,,
TÜRKIYE,SINOP-2,TR,,,Considered,SINOP,,,,,,,,,2035-12-31,,,,,,,
TÜRKIYE,SINOP-3,TR,,,Considered,SINOP,,,,,,,,,2040-12-31,,,,,,,
TÜRKIYE,SINOP-4,TR,,,Considered,SINOP,,,,,,,,,2040-12-31,,,,,,,
UKRAINE,CHORNOBYL-1,UA,LWGR ,RBMK,Permanent Shutdown,CHERNOBYL,Inland near a river,SE “NNEGC “ENERGOATOM”,3200,800,925,740,1970-03-01,1977-08-02,1977-09-26,1978-05-27,,,1996-11-30,MINTOPENERGO OF UKRAINE - MINISTRY OF FUEL AND ENE,64.25,
UKRAINE,CHORNOBYL-2,UA,LWGR ,RBMK,Permanent Shutdown,CHERNOBYL,Inland near a river,SE “NNEGC “ENERGOATOM”,3200,1000,925,925,1973-02-01,1978-11-17,1978-12-21,1979-05-28,,,1991-10-11,MINTOPENERGO OF UKRAINE - MINISTRY OF FUEL AND ENE,67.64,
UKRAINE,CHORNOBYL-3,UA,LWGR ,RBMK,Permanent Shutdown,CHERNOBYL,Inland near a river,SE “NNEGC “ENERGOATOM”,3200,1000,925,925,1976-03-01,1981-06-02,1981-12-03,1982-06-08,,,2000-12-15,MINTOPENERGO OF UKRAINE - MINISTRY OF FUEL AND ENE,63.76,
UKRAINE,CHORNOBYL-4,UA,LWGR ,RBMK,Permanent Shutdown,CHERNOBYL,Inland near a river,SE “NNEGC “ENERGOATOM”,3200,1000,925,925,1979-04-01,1983-11-26,1983-12-22,1984-03-26,,,1986-04-26,MINTOPENERGO OF UKRAINE - MINISTRY OF FUEL AND ENE,,
UKRAINE,CHORNOBYL-5,UA,LWGR ,RBMK,Cancelled Constr.,CHERNOBYL,Inland near a river,SE “NNEGC “ENERGOATOM”,3200,1000,950,950,1981-01-01,,,,,,1988-01-01,Minenergo USSR - Minister of Power and Electrifica,,
UKRAINE,CHORNOBYL-6,UA,LWGR ,RBMK,Cancelled Constr.,CHERNOBYL,Inland near a river,SE “NNEGC “ENERGOATOM”,3200,1000,950,950,1983-01-01,,,,,,1988-01-01,Minenergo USSR - Minister of Power and Electrifica,,
UKRAINE,CRIMEA-1,UA,PWR  ,VVER V-320,Cancelled Constr.,CRIMEA,Seacoast,SE “NNEGC “ENERGOATOM”,3200,1000,950,0,1982-12-01,,,,,,1989-01-01,Minenergo USSR - Minister of Power and Electrifica,,
UKRAINE,CRIMEA-2,UA,PWR  ,VVER V-320,Suspended Plan,CRIMEA,Seacoast,SE “NNEGC “ENERGOATOM”,3200,1000,950,950,,,,,,,,State Enterprise “National Nuclear Energy Generati,,
UKRAINE,CRIMEA-3,UA,PWR  ,VVER V-320,Suspended Plan,CRIMEA,Seacoast,SE “NNEGC “ENERGOATOM”,3200,1000,950,950,,,,,,,,State Enterprise “National Nuclear Energy Generati,,
UKRAINE,CRIMEA-4,UA,PWR  ,VVER V-320,Suspended Plan,CRIMEA,Seacoast,SE “NNEGC “ENERGOATOM”,3200,1000,950,950,,,,,,,,State Enterprise “National Nuclear Energy Generati,,
UKRAINE,KHARKOV-1,UA,PWR  ,VVER V-320,Cancelled Plan,KHARKOV,,SE “NNEGC “ENERGOATOM”,3200,940,900,900,,,,,,,,Minenergo USSR - Minister of Power and Electrifica,,
UKRAINE,KHARKOV-2,UA,PWR  ,VVER V-320,Cancelled Plan,KHARKOV,,SE “NNEGC “ENERGOATOM”,3200,940,900,900,,,,,,,,Minenergo USSR - Minister of Power and Electrifica,,
UKRAINE,KHMELNYTSKYY-1,UA,PWR  ,VVER V-320,Operational,KHMELNITSKI,Inland near a lake,State Enterprise “National Nuclear Energy Generati,3000,1000,950,950,1981-11-01,1987-12-10,1987-12-31,1988-08-13,,,,State Enterprise “National Nuclear Energy Generati,71.16,193.36
UKRAINE,KHMELNYTSKYY-2,UA,PWR  ,VVER V-320,Operational,KHMELNITSKI,Inland near a lake,State Enterprise “National Nuclear Energy Generati,3000,1000,950,950,1985-02-01,2004-08-01,2004-08-07,2005-12-15,,,,State Enterprise “National Nuclear Energy Generati,77.11,110.18
UKRAINE,KHMELNYTSKYY-3,UA,PWR  ,VVER,Under Construction,KHMELNITSKI,Inland near a lake,SE “NNEGC “ENERGOATOM”,3132,1089,1035,1035,1986-03-01,,,,,,,State Enterprise “National Nuclear Energy Generati,,
UKRAINE,KHMELNYTSKYY-4,UA,PWR  ,VVER,Under Construction,KHMELNITSKI,Inland near a lake,SE “NNEGC “ENERGOATOM”,3132,1089,1035,1035,1987-02-01,,,,,,,State Enterprise “National Nuclear Energy Generati,,
UKRAINE,ODESSA-1,UA,PWR  ,VVER V-320,Cancelled Plan,ODESSA,,SE “NNEGC “ENERGOATOM”,3200,940,900,900,,,,,,,,Minenergo USSR - Minister of Power and Electrifica,,
UKRAINE,ODESSA-2,UA,PWR  ,VVER V-320,Cancelled Plan,ODESSA,,SE “NNEGC “ENERGOATOM”,3200,940,900,900,,,,,,,,Minenergo USSR - Minister of Power and Electrifica,,
UKRAINE,RIVNE-1,UA,PWR  ,VVER V-213,Operational,ROVNO,Inland near a river,State Enterprise “National Nuclear Energy Generati,1375,420,361,381,1973-08-01,1980-12-17,1980-12-22,1981-09-22,,,,State Enterprise “National Nuclear Energy Generati,77.35,103.28
UKRAINE,RIVNE-2,UA,PWR  ,VVER V-213,Operational,ROVNO,Inland near a river,State Enterprise “National Nuclear Energy Generati,1375,415,384,376,1973-10-01,1981-12-19,1981-12-22,1982-07-29,,,,State Enterprise “National Nuclear Energy Generati,78.62,104.04
UKRAINE,RIVNE-3,UA,PWR  ,VVER V-320,Operational,ROVNO,Inland near a river,State Enterprise “National Nuclear Energy Generati,3000,1000,950,950,1980-02-01,1986-11-11,1986-12-21,1987-05-16,,,,State Enterprise “National Nuclear Energy Generati,65.51,189.88
UKRAINE,RIVNE-4,UA,PWR  ,VVER V-320,Operational,ROVNO,Inland near a river,State Enterprise “National Nuclear Energy Generati,3000,1000,950,950,1986-08-01,2004-09-26,2004-10-10,2006-04-06,,,,State Enterprise “National Nuclear Energy Generati,70.95,100.11
UKRAINE,RIVNE-5,UA,PWR  ,VVER V-320,Suspended Plan,ROVNO,Inland near a river,SE “NNEGC “ENERGOATOM”,3200,1000,950,950,,,,,,,,State Enterprise “National Nuclear Energy Generati,,
UKRAINE,RIVNE-6,UA,PWR  ,VVER V-320,Suspended Plan,ROVNO,Inland near a river,SE “NNEGC “ENERGOATOM”,3200,1000,950,950,,,,,,,,State Enterprise “National Nuclear Energy Generati,,
UKRAINE,SOUTH UKRAINE-1,UA,PWR  ,VVER V-302,Operational,SOUTH UKRAINE,Inland near a lake,State Enterprise “National Nuclear Energy Generati,3000,1000,950,950,1976-08-01,1982-12-09,1982-12-31,1983-12-02,,,,State Enterprise “National Nuclear Energy Generati,67.29,209.11
UKRAINE,SOUTH UKRAINE-2,UA,PWR  ,VVER V-338,Operational,SOUTH UKRAINE,Inland near a lake,State Enterprise “National Nuclear Energy Generati,3000,1000,950,950,1981-07-01,1984-12-30,1985-01-06,1985-04-06,,,,State Enterprise “National Nuclear Energy Generati,65.47,197.38
UKRAINE,SOUTH UKRAINE-3,UA,PWR  ,VVER V-320,Operational,SOUTH UKRAINE,Inland near a lake,State Enterprise “National Nuclear Energy Generati,3000,1000,950,950,1984-11-01,1989-09-02,1989-09-20,1989-12-29,,,,State Enterprise “National Nuclear Energy Generati,66.34,172.15
UKRAINE,SOUTH UKRAINE-4,UA,PWR  ,VVER V-320,Suspended Constr.,SOUTH UKRAINE,Inland near a lake,SE “NNEGC “ENERGOATOM”,3200,1000,950,950,1987-01-01,,,,,,,State Enterprise “National Nuclear Energy Generati,,
UKRAINE,ZAPORIZHZHYA-1,UA,PWR  ,VVER V-320,Operational,ZAPOROZHYE,Inland near a river,State Enterprise “National Nuclear Energy Generati,3000,1000,950,950,1980-04-01,1984-12-07,1984-12-10,1985-12-25,,,,State Enterprise “National Nuclear Energy Generati,65.24,195.09
UKRAINE,ZAPORIZHZHYA-2,UA,PWR  ,VVER V-320,Operational,ZAPOROZHYE,Inland near a river,State Enterprise “National Nuclear Energy Generati,3000,1000,950,950,1981-01-01,1985-06-28,1985-07-22,1986-02-15,,,,State Enterprise “National Nuclear Energy Generati,66.21,194.96
UKRAINE,ZAPORIZHZHYA-3,UA,PWR  ,VVER V-320,Operational,ZAPOROZHYE,Inland near a river,State Enterprise “National Nuclear Energy Generati,3000,1000,950,950,1982-04-01,1986-12-04,1986-12-10,1987-03-05,,,,State Enterprise “National Nuclear Energy Generati,69.64,197.27
UKRAINE,ZAPORIZHZHYA-4,UA,PWR  ,VVER V-320,Operational,ZAPOROZHYE,Inland near a river,State Enterprise “National Nuclear Energy Generati,3000,1000,950,950,1983-04-01,1987-12-15,1987-12-18,1988-04-14,,,,State Enterprise “National Nuclear Energy Generati,71.45,196.23
UKRAINE,ZAPORIZHZHYA-5,UA,PWR  ,VVER V-320,Operational,ZAPOROZHYE,Inland near a river,State Enterprise “National Nuclear Energy Generati,3000,1000,950,950,1985-11-01,1989-07-20,1989-08-14,1989-10-27,,,,State Enterprise “National Nuclear Energy Generati,71.77,187.31
UKRAINE,ZAPORIZHZHYA-6,UA,PWR  ,VVER V-320,Operational,ZAPOROZHYE,Inland near a river,State Enterprise “National Nuclear Energy Generati,3000,1000,950,950,1986-06-01,1995-10-06,1995-10-19,1996-09-17,,,,State Enterprise “National Nuclear Energy Generati,77.76,164.5
